CreatedDate,Longitude,Latitude
2016-01-12,-73.9451515,40.65807334
2016-01-12,-73.9752676,40.73714677
2016-01-12,-74.00279073,40.5979206
2016-01-12,-73.95198405,40.79965638
2016-01-12,-73.91943626,40.68441356
2016-01-12,-73.93369833,40.69340355
2016-01-12,-73.95478434,40.6172351
2016-01-12,-73.85679201,40.89443456
2016-01-12,-73.93491921,40.85388633
2016-01-12,-73.89844464,40.70319313
2016-01-12,-73.86483899,40.85394628
2016-01-12,-73.96657979999999,40.76317851
2016-01-12,-73.90690390000002,40.69421117
2016-01-12,-74.00279073,40.5979206
2016-01-12,-73.93879905,40.67582885
2016-01-12,-73.93767075,40.84929596
2016-01-12,-73.96575538,40.57626454
2016-01-12,-73.9274692,40.6781169
2016-01-12,-73.93919333,40.81673625
2016-01-12,-73.94644471,40.82504536
2016-01-12,-73.97091757,40.79093172
2016-01-12,-73.97946145,40.72278978
2016-01-12,-73.94495409,40.82743256
2016-01-12,-73.94572148,40.77703426
2016-01-12,-73.87839507,40.88131228
2016-01-13,-73.89267874,40.86828915
2016-01-13,-73.94994544,40.80168112
2016-01-13,-73.92584515,40.86767572
2016-01-13,-73.87831474,40.75330663
2016-01-13,-73.9451515,40.65807334
2016-01-13,-73.92926929,40.68390949
2016-01-13,-73.99104024,40.76355904
2016-01-13,-73.95682523,40.6417249
2016-01-13,-73.93825519,40.75315947
2016-01-13,-73.93565809999998,40.69541932
2016-01-13,-74.0055932,40.73813741
2016-01-13,-74.00209924,40.70894428
2016-01-13,-73.92367265,40.77279486
2016-01-13,-73.90469387,40.83258834
2016-01-13,-73.86810486,40.84944051
2016-01-13,-74.00417505,40.73813472
2016-01-13,-73.91427294,40.68728635
2016-01-13,-73.95369129999999,40.81688845
2016-01-14,-73.94664023,40.82003909
2016-01-13,-73.79025349,40.68123408
2016-01-13,-73.91495769,40.77520139
2016-01-13,-73.90529618,40.83087339
2016-01-13,-73.90523288,40.87024064
2016-01-13,-73.93724399,40.73462637
2016-01-13,-73.95362154,40.78220879
2016-01-13,-73.91057549,40.84706316
2016-01-13,-74.00090897,40.71045666
2016-01-13,-73.89658508,40.83244411
2016-01-13,-74.182604,40.54140537
2016-01-13,-73.94378321,40.69075472
2016-01-13,-73.94541149,40.82925527
2016-01-13,-73.95369129999999,40.81688845
2016-01-13,-73.95565185,40.77530383
2016-01-13,-73.96490488,40.67399254
2016-01-13,-73.99102084,40.72002455
2016-01-14,-73.96639798,40.794416299999995
2016-01-14,-73.87680051,40.82654824
2016-01-14,-73.93291433,40.673369
2016-01-14,-73.90529618,40.83087339
2016-01-14,-73.96797331,40.8005073
2016-01-14,-73.95028205,40.74271329
2016-01-14,-73.89804772,40.82830364
